incident_id,root_cause,cpu_usage_pct,memory_usage_pct,db_latency_sec,api_latency_sec,error_rate_pct,disk_usage_pct,network_latency_ms,queue_depth,connection_pool_usage_pct,users_affected_pct,blast_radius_services,service_criticality,alert_count,severity,impact_score,recommended_action,remediation_risk
33,High Traffic Spike,93.27381808816105,40.56033604360931,0.8027818820232986,0.5522449352696689,0.7526071135963736,23.81001897995816,75.83722789947684,1815,49.058131059041315,36.59337044548004,2,77.30913933416053,3,MEDIUM,38.68159952398233,Scale Application Instances,LOW
34,Database Saturation,85.78925695311298,91.61805940637633,4.438703027390233,0.689760660919323,3.7729336698827534,39.64947244894296,68.04149544945601,186,97.99209485201166,7.561704237129584,1,45.35408475202533,5,LOW,19.493499294086586,Scale Database Resources,LOW
35,CPU Exhaustion,93.58162718032841,58.44937075902553,1.144765729882428,2.8974515726987016,26.78932988981999,42.52720676550467,19.04115906060465,60,33.736589851295435,3.9011870861127904,1,66.86802737623427,3,MEDIUM,35.2820279148024,Scale Service Resources,LOW
36,Database Connection Pool Exhaustion,66.60422992340523,61.56857450312506,4.257877646691566,1.261301455776981,4.843071450655133,24.420411168282328,65.42724876287431,121,98.05044667519363,6.887500901311051,1,64.8123820541386,4,LOW,24.69088150925553,Increase Connection Pool / Restart DB Connection Pool,LOW
37,Network Degradation,50.40439247709426,51.832216081114126,0.7548156085422257,5.460581465397691,11.45610970747396,47.37231534495558,481.64690629037364,39,51.10433501139367,13.073091922454433,1,71.85887102695509,3,MEDIUM,31.61470018721208,Redirect Traffic to Healthy Route,LOW
38,Disk Exhaustion,69.00162876427385,44.63090469964348,0.5287516102875083,1.0234211106117435,16.84904100657181,98.96788409906011,19.021580533745446,192,49.238305297457686,6.604206844743939,2,65.63498979212858,2,MEDIUM,34.81453000474123,Clean Storage / Expand Disk,LOW
39,Container Crash Loop,50.09676977704801,31.192453295316028,1.0217906368444492,3.1965606992054947,57.615793145174614,21.590234074258255,48.4100716445186,142,43.03893840163629,3.888672057681095,2,45.14993593198576,3,MEDIUM,45.45408560030077,Restart/Reschedule Container,LOW
40,Database Lock Contention,51.39501947454539,24.087951597443595,4.180582665587021,1.3971341206913572,0.39928200328883245,33.843882407360184,66.4340895855143,122,88.99888522343964,14.807597942135413,1,54.81888411165528,3,LOW,22.34664141219886,Terminate Blocking Session / Optimize Query,LOW
41,DNS Resolution Failure,43.12673580665739,57.37354690668783,0.2366832028905979,0.5281680276472269,49.49620824375276,64.76034188435997,320.9738333064962,248,21.523607636679706,13.141009735046126,2,61.304690658200926,4,MEDIUM,52.01657970694045,Fail Over DNS / Restore DNS Service,LOW
42,Checkout Service Failure,48.19825460094182,62.03549929389656,0.2892043287120562,5.346141738643036,44.52097930826531,37.14634321391301,43.17789590013893,76,52.4411420145788,29.11146356306603,2,61.48426167274191,3,MEDIUM,54.36499414123794,Restart Checkout Service,LOW
43,Checkout Service Failure,34.18879528993622,38.154114819931756,0.8459172413316012,4.140380674775388,31.5298458417957,69.32576243964898,52.4042373549821,298,20.37671815670374,19.33433988236887,2,49.83830913538033,3,MEDIUM,42.024802169453594,Restart Checkout Service,LOW
44,Authentication Service Failure,24.01168728308211,46.22556947851273,0.6103968269896616,4.873829083346214,53.73015156036734,39.892779952287086,77.86293032927583,13,20.265000319880272,14.650940281231994,2,46.83550349560263,4,MEDIUM,49.10415795827026,Restart Authentication Service,LOW
45,External Payment Gateway Degradation,48.580634473494996,33.998954683014205,0.9694929331919369,6.530519781796735,47.96043026770802,41.271821930820835,45.53272650791185,122,46.49200115905583,10.901221339022223,2,51.54522212961023,2,MEDIUM,48.13688706796324,Route Traffic to Backup Gateway,LOW
46,Service Dependency Failure,46.62947162757929,22.591176841121346,0.5366042781939206,6.365831005259461,38.183056431675155,69.49801161949726,32.56476914823061,139,24.39340556213284,2.9435468281882855,1,70.40911439558747,4,MEDIUM,41.57687086319093,Fail Over to Healthy Dependency,LOW
47,CPU Exhaustion,91.3977237662629,66.4764572123913,1.030619407787729,5.283435591509615,15.040683001193614,56.54337376018221,75.68383197747265,85,38.96142924819002,13.970291930255957,2,62.978924527196476,2,MEDIUM,35.456160211472714,Scale Service Resources,LOW
48,CPU Exhaustion,95.02720390092479,60.728736011569104,0.8651972206962002,3.3127444330138607,32.48936433186421,63.86002704065541,37.47115751958448,113,38.847221471245376,7.47751699937449,2,61.59124247658532,4,MEDIUM,41.88574788489078,Scale Service Resources,LOW
49,Database Connection Pool Exhaustion,53.6971198935063,65.32360554822735,2.779305169488871,0.3519674529208733,4.705177405706028,51.38540265357089,33.44339302599603,24,91.51674879732751,7.935930769655519,2,75.7557033220383,5,MEDIUM,31.672293764259244,Increase Connection Pool / Restart DB Connection Pool,LOW
50,Database Saturation,91.8090047479385,80.22387942713733,4.3156459417947355,1.3397953277902743,1.7762005687079467,61.06286523360064,17.744221586864505,237,70.34168602490524,9.455410209015175,1,71.89181463118214,6,LOW,25.697677004854064,Scale Database Resources,LOW
51,Certificate Expiration,48.27541736614869,55.80895373664761,0.7990293647773266,3.280077659268311,44.03178412063546,37.12621285892717,25.91456881209909,32,43.100290182206635,14.261966754565414,2,76.47409635371858,3,MEDIUM,53.413006175117,Renew/Rotate Certificate,LOW
52,Message Queue Backlog,63.606195447207575,66.60591412418063,0.765133183589209,5.642744793022852,7.456215636914676,55.36193171566993,20.677733003998295,4797,38.721768486021105,1.964901551141063,1,69.45776942498891,2,LOW,25.682020640046886,Scale Queue Consumers,LOW
53,Disk Exhaustion,69.24205994811672,61.94490432229671,0.32466268120326686,1.397094447402584,7.856682501392194,96.03721531730139,51.38928050214505,158,38.96528491927744,11.419495125806044,2,72.11413794392045,2,MEDIUM,33.382724274418024,Clean Storage / Expand Disk,LOW
54,Payment API Failure,46.86978014689615,65.99278082063802,0.5463459943659612,8.5742295053405,37.68378646908216,42.61089704449036,25.722337605798735,260,27.042851018989992,35.32059225973152,1,46.62053269711895,2,MEDIUM,45.09320408674027,Restart Payment API,LOW
55,Container Crash Loop,53.17686860083553,28.90179834348757,1.1610703174694552,4.746934995246665,61.99128088297078,24.267483403932193,79.78119762921631,58,34.97979558832385,5.339116967760553,2,69.99841881596711,4,MEDIUM,52.10133979431994,Restart/Reschedule Container,LOW
56,High Traffic Spike,86.13255045705834,43.60334725549996,0.7648411332626164,0.2854212312568581,3.9000853218055522,42.664441737401376,46.707318852930605,1577,40.0381530437663,60.12984882989804,1,44.11925917325262,2,MEDIUM,35.01881210318534,Scale Application Instances,LOW
57,Checkout Service Failure,64.87152049094422,46.32892333296469,1.000749771486121,5.277774071054001,36.874493606366684,63.34968800057617,38.55891467553913,256,32.69442820216521,37.18651206283758,1,40.788421510174565,3,MEDIUM,43.790305799578256,Restart Checkout Service,LOW
58,Database Lock Contention,56.04065481552533,60.265748367895256,3.42754265427234,0.9841566228300735,4.053565729916672,68.13246592774374,76.10868079040914,191,75.19715637865069,5.104068223654186,2,43.47700059801397,3,LOW,22.427253481558083,Terminate Blocking Session / Optimize Query,LOW
59,Certificate Expiration,26.138844483135426,63.82220379376469,0.8429255636142532,6.305340099873608,54.51031578663782,51.23806355216256,33.510610000488455,204,49.514747125740385,4.752890971520268,1,53.807685795251025,3,MEDIUM,43.87778874026884,Renew/Rotate Certificate,LOW
60,CPU Exhaustion,94.0255004359698,58.18028970798804,0.34011317576645256,3.263080876229303,26.126354194233237,64.72761134470457,65.98986791631206,218,44.238918357517306,8.174407182346902,1,61.66536858643468,2,MEDIUM,34.931841398429356,Scale Service Resources,LOW
61,DNS Resolution Failure,69.22010903517761,46.28450911513429,0.3716792858483035,0.5539995244751796,25.60074154641796,65.71494032802495,321.3157460257349,50,33.7027610343603,8.758492035221108,1,59.89859575919562,4,MEDIUM,34.40256732357422,Fail Over DNS / Restore DNS Service,LOW
62,Network Degradation,56.60922892295312,32.53653302807989,0.8330980633574476,6.015760547331941,11.133727742033024,61.90534815891479,270.6996669812816,199,45.94588526414188,1.6575235348507706,2,78.34508709252881,2,MEDIUM,33.650392704603945,Redirect Traffic to Healthy Route,LOW
63,External Payment Gateway Degradation,34.434686838534994,37.78363582324746,0.9190459051842454,6.975389653501274,21.54277440452751,43.80252010995498,56.45698157538537,255,26.750063871060348,7.7725691870537785,2,41.24732540245139,4,MEDIUM,31.414989308992737,Route Traffic to Backup Gateway,LOW
64,Service Dependency Failure,27.73360704416181,51.16662754524954,0.6742373087003697,5.360725686149813,37.706920006072615,40.639677530337615,59.34478847822671,113,41.74136693018731,4.449628465347495,1,43.110613763158284,4,MEDIUM,34.96600198343013,Fail Over to Healthy Dependency,LOW
65,Certificate Expiration,35.72982784047055,60.37151259083806,1.1620987857641176,6.2459782578265965,67.6910625807141,46.06503337067847,16.069364830352853,89,63.647291793820415,11.251148409733856,1,70.36143382155399,2,MEDIUM,49.965702978308656,Renew/Rotate Certificate,LOW
66,Container Crash Loop,44.47124818215703,31.060472090980113,1.187668007996647,7.621980976882652,41.89396029490203,55.27875862578442,74.7673822190966,291,48.39726152763147,13.816836166232585,2,44.82090315145858,4,MEDIUM,44.29725678518544,Restart/Reschedule Container,LOW
67,Container Crash Loop,41.08813298652562,59.76709189795487,0.9450645481202204,4.699374818840331,57.85155103512559,46.12172880355845,55.11826554380755,23,49.81349392410265,4.220123722027843,2,59.24247535376345,4,MEDIUM,49.07665595504922,Restart/Reschedule Container,LOW
68,Load Balancer Overload,97.24582341757879,60.19884897004488,0.7384014903807876,1.0601517276047039,3.7154932578419726,46.00840549393659,332.23428350680297,117,31.64797373768169,48.17203095538689,2,79.61365253367109,4,MEDIUM,44.21276904895482,Scale Load Balancer / Redirect Traffic,LOW
69,CPU Exhaustion,97.32271807184645,20.474271681424902,0.2526838359772286,2.5117122671504273,21.682769163441314,43.98906634282524,50.65300450591294,245,69.20417345996475,11.755827794103254,1,53.45481855313688,2,MEDIUM,31.731837558235853,Scale Service Resources,LOW
70,Container Crash Loop,34.81540602279951,31.680387552495496,0.2420931896363619,7.420994890657514,69.29322060320327,41.38865668679311,36.90286530117771,149,67.82078487797125,12.171850510007367,1,43.57644009249038,3,MEDIUM,43.54566517612481,Restart/Reschedule Container,LOW
71,External Payment Gateway Degradation,65.18619835876353,69.45924549066794,0.9433528228936241,4.932191310721272,43.3875342070026,61.891286764162274,26.13984370635133,252,45.634425550825426,4.229377364048622,2,55.363624459649984,2,MEDIUM,44.803486427628386,Route Traffic to Backup Gateway,LOW
72,Network Degradation,60.038484356493754,51.48889614980766,0.4163240230365535,6.739358020461143,5.871629005845623,46.25157504301341,405.73434573377966,187,44.55931704343133,14.94870086129414,1,72.6333249996247,3,LOW,29.57875601121723,Redirect Traffic to Healthy Route,LOW
73,Memory Exhaustion,71.18065551036942,94.08453213070699,1.0774608626303803,2.7792613512809785,0.7346231142857405,64.43740399344887,76.89560487608274,179,60.475803736243904,10.173387728946304,1,69.4085061809381,3,LOW,24.771454421061286,Restart Affected Service,LOW
74,Disk Exhaustion,22.439179083658654,46.63012597003811,1.1621219725920497,0.3423095180707901,26.612322007683712,95.437789079974,14.306191836746454,233,45.80395102218083,13.691192072224121,1,53.91236831608772,3,MEDIUM,34.891610704531026,Clean Storage / Expand Disk,LOW
75,Database Saturation,97.332190628785,91.7960881936308,2.0877418491036774,1.3057562478225144,4.349741584703032,55.41814883575174,68.59093298545704,190,93.12286901581335,9.66055929501258,2,47.568861591400236,5,LOW,24.96525397870535,Scale Database Resources,LOW
76,External Payment Gateway Degradation,31.431258076246174,65.43506546346839,0.2011201114801095,7.170028515498057,36.19956139147567,32.9344165348954,23.519300521110516,22,50.84634591878711,14.73660649238393,1,44.63375427121031,3,MEDIUM,37.67920121125559,Route Traffic to Backup Gateway,LOW
77,CPU Exhaustion,91.66377586932272,34.16714741327908,0.21842771873821748,5.198445023862474,27.714300115065733,39.60756057225983,22.56481263966834,46,25.125486399533962,14.121198821310315,2,70.83416434163959,4,MEDIUM,43.80205078933586,Scale Service Resources,LOW
78,Database Saturation,88.53512249563735,70.02573699614084,2.4768148498302693,1.487192884575841,3.412656060215097,42.29791535051608,55.33015503813353,16,83.11910366952036,12.501181263704174,1,59.54572761618663,4,LOW,24.34311431326546,Scale Database Resources,LOW
79,CPU Exhaustion,99.43615920167599,28.18119105958346,0.9948095487499293,3.9690456092414284,25.96314869160214,24.119052280792133,57.63495114522992,31,26.566756320468905,13.1527605154521,2,46.04231567123601,2,MEDIUM,36.437981418245705,Scale Service Resources,LOW
80,Network Degradation,58.004703921904856,42.11493811904551,0.5119519904951304,3.4558224520309584,8.841450954027817,57.29185060154821,300.92531231906855,290,55.746202010112384,8.878504008807358,2,58.928396267662286,3,LOW,29.816375746571687,Redirect Traffic to Healthy Route,LOW
81,DNS Resolution Failure,46.5177196864128,20.893094623915967,0.9967978278640275,0.5824183653465212,39.66378186965748,68.37556318068889,340.10494534006733,24,44.07611757562751,2.6423146454735225,1,64.29225793050685,2,MEDIUM,40.697649811097506,Fail Over DNS / Restore DNS Service,LOW
82,Database Connection Pool Exhaustion,71.2206573685449,35.518097946178685,3.81071327031603,0.21510670188053083,0.45498975019333854,39.62467782033424,43.595718430198644,104,99.0781865298464,10.197774005902904,1,74.40489588756819,3,LOW,25.88805104875959,Increase Connection Pool / Restart DB Connection Pool,LOW
83,High Traffic Spike,85.4980466318705,48.54522509220821,0.21836763694054,0.827063296017069,1.1307129416024564,37.300828382241974,64.30633150550693,1717,36.3230654121996,33.14313988620083,1,75.301339432784,3,MEDIUM,33.33363329485748,Scale Application Instances,LOW
84,Cache Failure,26.635787702153017,48.37704241307791,0.8894649691372658,5.836242077803666,31.77422809365214,28.37412911295349,17.31974882340802,132,21.579307241282102,14.106971447411658,1,64.51776699462424,2,MEDIUM,40.248647229705625,Restart Cache Service / Rebuild Cache,LOW
85,Container Crash Loop,51.265233010697386,59.171136297080736,0.812257985881158,3.301760419952819,33.26519928122358,47.65007262959792,51.82331038423511,31,42.615914225915006,10.01008773275135,1,46.55997923957989,3,MEDIUM,35.27562077033217,Restart/Reschedule Container,LOW
86,Load Balancer Overload,89.65240475497153,63.589178329610085,0.4192139873580443,1.4686248325648708,1.7507893796784237,29.105895784434964,335.6196589298419,192,22.18308288536806,34.798305403513986,2,68.76807113089055,3,MEDIUM,36.50690409361604,Scale Load Balancer / Redirect Traffic,LOW
87,Checkout Service Failure,40.16306805619159,31.028056246116165,0.6183997886676527,5.314701634289573,55.3461023642857,28.70966682891268,77.25463860408838,33,41.274666722403765,25.965385479739762,2,70.7089555226712,3,HIGH,58.46685452458973,Restart Checkout Service,MEDIUM
88,Database Connection Pool Exhaustion,66.0649384281703,63.67116190408303,3.0132754577143586,0.7482372049354922,1.456456206451753,49.617516429668115,73.86543419316837,277,97.76000207035429,7.521379298283479,1,69.32452089661123,4,LOW,24.31577211686373,Increase Connection Pool / Restart DB Connection Pool,LOW
89,Load Balancer Overload,90.47514151312465,45.63076026029026,0.6130311746476971,0.2898726220426053,2.24211040520245,24.86966962767761,442.3530805838219,23,45.740867696484514,27.744002981033827,2,43.81046031818505,2,LOW,28.396871176457637,Scale Load Balancer / Redirect Traffic,LOW
90,Disk Exhaustion,20.45152020647751,49.42063166703027,0.7987139801001075,0.7156577092466305,11.217856814690748,94.30887523661806,71.85967687625268,127,28.487895254377037,8.276835279784247,2,66.77561605837445,2,MEDIUM,32.78588300587426,Clean Storage / Expand Disk,LOW
91,External Payment Gateway Degradation,67.42916774257168,32.62638910377096,0.5592507479162456,4.55959809698864,28.092488345509686,37.83660265200008,47.34583477097869,129,60.28350764750266,9.19496110155453,1,62.32560998375452,4,MEDIUM,36.386134999159836,Route Traffic to Backup Gateway,LOW
92,Database Connection Pool Exhaustion,78.31341248981337,31.55654562138233,2.012349952336024,1.032003856887988,1.2010357671661323,29.000521873636174,16.198890895626896,170,99.65118696436045,1.5820200267054894,2,55.89515953857604,4,LOW,23.04891377623872,Increase Connection Pool / Restart DB Connection Pool,LOW
93,Cache Failure,42.736992781692955,45.779801428962514,0.6888465802569201,4.775000877218284,31.703556359437634,21.498679493633897,31.555095911383365,243,56.64494591706709,3.2733465252724923,1,43.75602863157673,2,MEDIUM,31.772789295194748,Restart Cache Service / Rebuild Cache,LOW
94,Database Lock Contention,54.63129761130823,61.90576448240551,6.00304771273118,1.0882224367765396,2.536156343641294,50.892362010060694,70.82334891351027,241,93.52188390845163,2.5835374670720226,1,67.58107004126245,2,LOW,22.93840692225787,Terminate Blocking Session / Optimize Query,LOW
95,DNS Resolution Failure,39.69322028270793,52.561648852074605,0.30659303030799073,1.055198895983947,46.02046591166863,22.4106019430278,321.82192635314993,178,69.66684686793143,11.533988676618016,1,62.68065043946671,2,MEDIUM,46.140592168686396,Fail Over DNS / Restore DNS Service,LOW
96,Network Degradation,36.35165807816193,53.379669278179236,1.0078459419412586,5.7424986082573835,19.91213687463554,41.77916574064665,345.10492605819945,98,36.41906139425406,9.822922476608019,2,55.846907664370214,2,MEDIUM,34.86467209639273,Redirect Traffic to Healthy Route,LOW
97,High Traffic Spike,90.11871741439235,20.73335285231319,0.787061707701151,0.4189777006855355,3.2486222478412294,57.9672163961433,45.03117163915191,1103,63.16668247859126,45.20782475143428,2,76.5694606380588,2,MEDIUM,42.3290237088656,Scale Application Instances,LOW
98,Disk Exhaustion,32.30348293989991,43.834773752057956,0.5943653238183502,0.9142385099595893,28.175863619907666,92.43482296576299,46.4863892739734,30,29.788899284177305,1.1058802496939897,1,42.85121080220656,4,LOW,29.13249858541367,Clean Storage / Expand Disk,LOW
99,Database Lock Contention,29.857706328643868,43.95916147218,6.580753371115968,0.41623109006608483,3.125023611323574,46.154236229089236,56.90672242276592,166,76.81560001833834,8.548257873453563,2,43.585053566197686,3,LOW,23.02325255924728,Terminate Blocking Session / Optimize Query,LOW
100,Memory Exhaustion,76.50679626468785,98.05992549775158,0.32322265417216606,2.1302375985644577,4.018927367577707,29.22925647685165,30.669480245421706,250,48.36561098144517,4.591878971819092,2,56.98109700785447,3,LOW,25.632301627298197,Restart Affected Service,LOW
101,Checkout Service Failure,25.615217220560957,20.129200742249118,0.8379852057932977,4.099224142192544,52.31839303353516,59.687192519025814,55.26241393960021,130,61.99306514333602,35.56535796284196,2,62.26548231746869,4,HIGH,59.23597796821976,Restart Checkout Service,MEDIUM
102,Cache Failure,53.37749496457352,24.77676569173341,0.8238593246765731,3.9209846737114797,15.15465411296066,28.400710387243173,61.58116214609275,235,43.64459828165911,8.495013425797252,2,40.94554344185346,4,LOW,28.36221694468287,Restart Cache Service / Rebuild Cache,LOW
103,External Payment Gateway Degradation,31.597354805798773,39.54529979527574,0.794476335186173,4.520548246920832,41.730164513862235,26.821987627836656,58.66011878333156,51,41.40998074628074,11.046368719214467,1,40.632843670623295,3,MEDIUM,38.33720379035128,Route Traffic to Backup Gateway,LOW
104,Checkout Service Failure,65.27623961648369,58.63113637246913,0.46489544723673343,5.560672895312664,27.447606199830194,40.059395701949136,35.68692554433605,79,37.74981529159686,21.77868591250462,1,73.27452453005688,2,MEDIUM,42.576040006180705,Restart Checkout Service,LOW
